FMID,MarketName,Website,street,city,County,State,zip,x,y
1003762,Lemoore Farmers Market,,D St.& Fox St.,Lemoore,Kings,California,93245,-119.786,36.3016
1005345,Lena Farmers Market,http://www.web.extension.illinois.edu/jsw,,Lena,Stephenson,Illinois,61032,-89.824531,42.378254
1002471,Lenny's Farmers market,,110 North Hampton Street,Americus,Sumter,Georgia,31709,-84.2362646,32.0722535
1001656,Lenoir Bluegrass Farmers Market,http://www.thebluegrassmarket.com,112 Church Street,Lenoir,Caldwell,North Carolina,28645,-81.5401,35.9138
1002244,Lenoir County Farmers Market,,100 Herritage Street,Kinston,Lenoir,North Carolina,28501,-77.582768,35.260139
1007385,Lenox Farmers Market,,"Shakespeare & Co., 70 Kemble St, Lenox MA",LENOX,Berkshire,Massachusetts,1238,-73.281984,42.349537
1002884,Lenox/Canastota Farmers Market,,Cor. of Main & Hickory St,Canastota,Madison,New York,13032,-75.755324,43.074781
1006765,Lents International Farmers Market,http://www.lentsfarmersmarket.org,SE 92nd & Foster Road,Portland,Multnomah,Oregon,97266,-122.568841,45.480039
1007076,Leola Produce Market,,Brethren Church Road,Leola,Lancaster,Pennsylvania,17540,-76.1745,40.1064
1001170,LeRoy Farmers Market,http://www.leroysfarmersmarket.com,Kent St,LeRoy,Osceola,Michigan,49655,-85.4539,44.0361
1008866,LeRoy Farmers' Market,,Trigon Park,Le Roy,Genesee,New York,14482,-77.985913,42.977546
1006004,LES / Grand Street Greenmarket,http://www.cenyc.org,"Grand St, between Essex & Norfolk Sts",New York City,New York,New York,,-73.9884,40.7164
1001939,Leslie Farmers & Crafters Market,,,Leslie,,Michigan,49251,-84.43247,42.451425
1002806,Letcher Farmers Market,http://www.letchersd.com/,Rossy Park,Letcher,Sanborn,South Dakota,57359,-98.136256,43.898836
1003937,Lettuce Eat Well Farmers Market,http://www.LEWFM.ORG,3820 Westwood Northern Blvd.,Cincinnati,Hamilton,Ohio,45211,-84.612297,39.166203
1007342,Leucadia/Encinitas Farmers Market and Art Fair,,185 Union Street (cross street Vulcan),Encinitas,San Diego,California,92024,-119.601,37.2417
1001020,Lewis & Clark Farmers Market,http://www.skylineranchorganicproduce.com,By Sinex & Washburn,Washburn,McLean,North Dakota,58530,-100.846,46.7649
1007749,Lewis County Farmer's Market,http://www.lewiscountyfarmersmarket.org,North Pearl and Maple,Centralia,Lewis,Washington,98531,-122.954308,46.71933
1008726,Lewis County Farmers' Market,,,Vanceburg,Lewis,Kentucky,41179,-83.318795,38.599243
1004651,Lewis County General Hospitals Farmers Market,http://www.lcgh.net,7785 North State street,Lowville,Lewis,New York,13367,-75.500869,43.794595
1004270,Lewisburg Farmer's Market,,214 E. Washington St.,Lewisburg,Greenbrier,West Virginia,24901,-80.443128,37.800849
1007077,Lewisburg Farmers Market,,Fairground Road,Lewisburg,Union,Pennsylvania,17837,-76.9073,40.9597
1002957,Lewiston Farmers' Market,http://www.beautifuldowntownlewiston.org/farmersmarket,525 D Street,Lewiston,Nez Perce,Idaho,83501,-117.027,46.4222
1006299,Lewiston Farmers' Market,,Maine Street and Lincoln Street,Lewiston,Androscoggin,Maine,4240,-70.2198,44.0929
1006300,Lewiston Farmers' Market,,Pine Street and Bates Street,Lewiston,Androscoggin,Maine,4240,-70.2137,44.096
1002096,Lewistown Farmers Market,,Symmes Parke,Lewistown,Fergus,Montana,59457,-109.414,47.0726
1005662,Lexington Downtown Farmers Market,http://www.downtownlexington.com,McCrum's Parking Lot - Jefferson Street,Lexington,Rockbridge,Virginia,24450,-79.443,37.7845
1008320,Lexington (Virginia) Farmers Market,,Downtown Parking Lot,Lexington,Rockbridge,Virginia,24450,-79.443073,37.784801
1001685,Lexington Farmers Market,http://www.LexingtonNCFarmersMarket.com,Railroad Street,Lexington,Davidson,North Carolina,27292,-80.2519,35.821
1002904,Lexington Farmers market,http://www.lexingtonfarmersmarket.org,corner of Mass Ave and Woburn Street,Lexington,Middlesex,Massachusetts,2420,-71.2225,42.4463
1004361,Lexington Farmers Market,,"Grand Generation Center parking lot, Tyler & 6th",Lexington,Dawson,Nebraska,68850,-99.7361,40.7788
1008273,Lexington Farmers Market,,3542 Route 42,Lexington,Greene,New York,12452,-74.380107,42.244475
1004755,Lexington's Old Mill Farmers Market,,711 East Main Street,Lexington,Lexington,South Carolina,29072,-81.2288,33.9776
1003019,Libby Farmers Market,,"Chamber of Commerce Parking Lot, 905 W. 9th St",Libby,Lincoln,Montana,,-115.558,48.3894
1007418,Liberal Community Farmers Market,http://www.liberalkschamber.com,4 Rock Island Rd.,Liberal,Seward,Kansas,67901,-100.922,37.0388
20191,Liberty Area Farmers Market,http://www.libertyfarmersmarket.com/,1332 W Kansas St.,Liberty,,Missouri,64068,-94.4445,39.2431
1007326,Liberty City Community Green Market,http://www.urbangreenworks.org,5988 NW 7th Ave,Miami,Miami-Dade,Florida,33127,-80.2084333,25.8302179
1002971,Liberty County Farmers Market,http://www.libertycountycc.com,Lion's Park Rest Stop,Chester,Liberty,Montana,59522,-110.9592,48.5142
1002972,Liberty County Farmers Market,http://www.libertycountycc.com,Jefferson and 2nd St. W,Chester,Liberty,Montana,59522,-110.9691098,48.5115199
1002668,Liberty Farmers Market,http://www.sullivancountyfarmersmarkets.org,100 Sullivan Avenue,Ferndale,Sullivan,New York,12734,-74.730389,41.780285
1001861,Liberty Heights Farmers' Market,http://www.monumentfarmersmarket.com,12105 Ambasador Dr.,Colorado Springs,El Paso,Colorado,,-104.796,39.0044
1002458,Liberty Lake Farmers' Market,http://www.llfarmersmarket.com,1421 N. Meadowwood Lane,Liberty Lake,Spokane,Washington,99019,-117.1033,47.67104
1008610,Liberty Wednesday Farmers' Market,http://www.libertyfarmersmarket.com,Hwy 291 and Hwy 152,Liberty,Clay,Missouri,64068,-94.444108,39.243952
1006841,LifeGlow Foundation,http://www.DhaliFarms.com,14850 Family Trl,Hudson,Pasco,Florida,34669,-82.5863,28.3736
1008046,Ligonier Country Market,http://www.ligoniercountrymarket.com/,Springer Road,Ligonier,Westmoreland,Pennsylvania,15658,-79.267,40.2653
1003895,Lilburn Farmers' Market,http://www.lilburnfarmersmarket.org,76 Main Street,Lilburn,Gwinnett,Georgia,30047,-84.134223,33.885184
1007032,LILLINGTON FARMERS MARKET,,401 North Lillington at Health Dept.,LILLINGTON,Harnett County,North Carolina,,-78.8112,35.4198
1001750,Lima Presbyterian Church Farmers Market,,"7295 W. Main St., Rts 15A",Lima,Livingston,New York,,-77.6114,42.9048
1000525,Lime Springs Farmers Market,http://www.howard-county.com,Brown Park,Lime Springs,Howard,Iowa,52155,-92.282828,43.448045
1003773,Limon Community Farmers' Market,,941 Main,Limon,Lincoln,Colorado,,-103.689,39.2627
1008397,Lincoln City Farmers and Crafters Market,http://www.lincolncityfarmersmarket.org,540 NE Hwy 101,Lincoln City,Lincoln,Oregon,97367,-124.01461,44.970081
1008396,Lincoln County Fairgrounds Farmers Market,http://www.lcffarmersmarket.org,633 NE 3rd Street,Newport,Lincoln,Oregon,7365,-124.044768,44.6382
1006233,Lincoln County Farm Bureau Farmers Market,,,Hamlin,Lincoln,West Virginia,25523,-82.1052,38.279
1005411,Lincoln County Farmers Market,,US Hwy 150,Stanford,Lincoln,Kentucky,40484,-84.648215,37.539478
1008343,Lincoln County Farmers Market @ DSS,http://www.lincolncountyfarmersmarket.com,1136 East Main Street,Lincolnton,Lincoln,North Carolina,28092,-81.241998,35.475835
1004306,Lincoln County Farmers Market at Denver,http://www.lincolncountyfarmersmarket.com,3633 Highway 16 North Business,Denver,Lincoln,North Carolina,28037,-81.025757,35.530259
1004305,Lincoln County Farmers Market in Downtown Lincolnton,http://www.lincolncountyfarmersmarket.com,225 West Water Street,Lincolnton,Lincoln,North Carolina,28092,-81.259168,35.469529
1004847,Lincoln County Producers' Markets,,663 Main street,Pioche,Lincoln,Nevada,89043,-114.450808,37.932654
1004848,Lincoln County Producers' Markets,,360 Lincoln Street,Caliente,Lincoln,Nevada,89008,-114.5149,37.61666
1001047,Lincoln Farmers Market,http://www.Salleorchards.com,"F Street, between 5th and 6th Streets",Lincoln,Placer,California,95648,-121.297216,38.8931165
1001430,Lincoln Farmers' Market,,5 Bagley Mountain Rd.,Lincoln,Penobscot,Maine,,-68.4267,45.4264
1003378,Lincoln Haymarket Farmers Market,http://www.linconlhaymarket.org,7th & P Street,Lincoln Nebraska,Lancaster,Nebraska,68508,-96.710672,40.815303
1001048,Lincoln Hills Sun City Farmers Market,http://www.Salleorchards.com,965 Orchard Creek Lodge,Lincoln,Placer,California,,-121.277872,38.868725
1000096,Lincoln Hospital Greenmarket,http://www.grownyc.org,149 St & Morris,Bronx,Bronx,New York,10451,-73.9227,40.8174
1005982,Lincoln Mall Farmers Market,http://www.merrillsmarkets.com,Rt. 30,Matteson,Cook,Illinois,60443,-87.7135,41.5034
1002497,Lincoln Park (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,2000 N-700 W lincoln Park High School Parking lot,Chicago,Cook,Illinois,60602,-87.6709,41.8971
1000905,Lincoln Park Farmers Market,,"Southfield Road Parking Lot, between I-75 and Fort Street",Lincoln Park,Wayne,Michigan,48146,-83.180065,42.25133
1002974,Lincoln Piedmont Farmers Market,,Piedmont Shopping Center,Lincoln,Lincoln,Nebraska,68510,-96.641897,40.81245
1003553,Lincoln Road Farmers Market,http://www.themarketcompany.orgwww.themarketcompany.org,Lincoln Road (between Washington and Meridian),Miami,Miami-Dade,Florida,33139,-80.13394,25.79059
1002498,Lincoln Square Chicago Farmers Market,http://www.cityofchicago.org/specialevents,City parking lot adjacent to Brown Line station,Chicago,Cook,Illinois,60602,-87.8054,41.9891
1001004,Lincoln University Farmers Market,,1219 Chestnut Street,Jefferson City,Cole,Missouri,65101,-92.174585,38.558049
1007044,Lincolnview Farms,,,Van Wert,Van Wert County,Ohio,,-84.5837,40.8688
1002684,Lincolnville Farmers' Market,http://www.lincolnvillefarmersmarket.com,399 S. Riberia St.,Saint Augustine,St. Johns,Florida,32084,-81.313401,29.879389
1002996,Lincolnville Farmers' Market,http://www.lincolnvillefarmersmkt.org/,2531 U.S. Route 1,Lincolnville,Waldo,Maine,4849,-69.0086,44.2822
1000828,Linda Vista Farmers' Market,http://www.sdfarmbureau.org,6939 Linda Vista Rd.,San Diego,San Diego,California,92111,-117.170563,32.785047
1006420,Linden Farmers Market,http://www.slpr.net,N. Main Street,Linden,Genesee,Michigan,48451,-83.7814,42.8153
1001436,Lindon Farmers Market,,60 N. State Street,Lindon,Utah,Utah,84042,-111.716,40.3385
1000444,Lindstrom Farmers Market II,http://www.lindstrom.mn.org,Hwy. 8 @ St. Bridget's Catholic Church,Lindstrom,Chisago,Minnesota,55045,-92.8913,45.3605
1006829,LINN PLACE MARKET,,20TH STREET and PARK PLACE,BIRMINGHAM,Jefferson,Alabama,35203,-86.808933,33.524519
1001737,Linn Street Farmers Market,,203 E. Linn Street,Marshalltown,Marshall,Iowa,50158,-92.9096,42.0467
20192,Linton Farmers' Market,,State Route 54 (Humphreys Park),Linton,,Indiana,,-87.1359,39.0386
1003334,Lion's Park and Midland Spur Rd.,http://www.basaltsundaymarket.com,,Basalt,Eagle,Colorado,,-107.032824,39.368873
20193,Lipoa Street Farmer's Market,http://www.localharvest.org/lipoa-street-farmers-market-M56514,95 Lipoa St.,Khei,,Hawaii,96753,-156.453,20.7484
1006322,Lisbon Farmers Market,http://www.lisbonnd.com,800 Main Street,Lisbon,Ransom,North Dakota,58054,-97.6814,46.4385
1006666,Lisbon Farmers Market,http://www.lisbonmainstreet.org,North Main Street,Lisbon,Grafton,New Hampshire,3585,-71.910906,44.213322
1006707,Lisbon Farmers Market,,Main Street,Lisbon,,Iowa,52253,-91.4035,41.9217
1004342,Lisle French Market,,Downtown Lisle-Burlington,Lisle,DuPage,Illinois,60532,-88.0745,41.7984
1005868,Litchfield Hills Farm-Fresh Market,http://www.lhfs-ct.org,125 West Street,Litchfield,Litchfield,Connecticut,6759,-73.19319,41.74541
1005869,Litchfield Hills Farm-Fresh Market,http://www.lhfs-ct.org,421 Bantam Road,Litchfield,Litchfield,Connecticut,6759,-73.215272,41.736911
1005912,Lititz Farmers Market,http://www.lititzfarmersmarket.com,45 North Water Street.,Lititz,Lancaster,Pennsylvania,17543,-76.30116,40.1573
1008432,Little Elm Farmers' Market,http://www.littleelm.org/FM,Eldorado and FM 423,Little Elm,Denton,Texas,75068,-96.887376,33.178271
1007013,Little Falls ABC Farmers Market & More,,Union Ave. & Main St.,Little Falls,Passaic,New Jersey,,-74.2335,40.8828
1003963,Little Falls Farmers & Flea Market,,"MBT Bank lot, Albany St.",Little Falls,Herkimer,New York,,-74.8583,43.0428
1002711,Little Falls Farmers Market,,Northwest 1st Street,Little Falls,Morrison,Minnesota,56345,-94.3768,45.9793
20194,Little Falls Original Farmers Market,http://www.littlefallsfarmersmarket.com/,2nd St. Se and Hwy 27,Little Falls,,Minnesota,,-94.361,45.9762
1006339,Little Horn State Bank Farmers Market,http://www.littlehornstatebank.com,835 North Center Ave,Hardin,Big Horn,Montana,59034,-107.606,45.7372
1007221,Little Miss Sweet Peas Farmers Market,,431 E. Geneva St.,Elkhorn,Walworth,Wisconsin,,-88.5355,42.6694
1006854,Little Rock River Market,,River Market,Little Rock,Pulaski,Arkansas,72201,-92.2774,34.7461
1005652,Littlebird's Marketplace,,Lawn at corner of School Lane and Pine Drive,Seeley Lake,Missoula,Montana,59868,-113.475,47.1668
1002163,Littleton Farmers Market,,Litttle Senior Center off Cottage Street.,Littleton,Grafton,New Hampshire,3561,-71.7703,44.3056
1004692,Littleton Farmers' Market,http://www.denverfarmersmarket.com,7301 S Santa Fe Dr,Littleton,Douglas,Colorado,80120,-105.025263,39.582771
1004172,Live Oak Farmers Market,http://www.santacruzfarmersmarket.org,15th East Cliff Dr.,Live Oak,Santa Cruz,California,95062,-121.990087,36.963744
20195,Livermore Certified Farmers Market,http://www.pcfma.com/market_home.php?market_id=6,Carnegie Park at 3rd and J St.,Livermore,,California,94551,-121.768,37.6802
1006558,Livermore Farmers' Market,http://www.pcfma.com/livermore,2152 Second Street,Livermore,Alameda,California,94550,-121.768545,37.679541
1006559,Livermore Farmers' Market,http://www.pcfma.com/livermore,Railroad Ave. & L Street,Livermore,Alameda,California,94550,-121.7720489,37.6826009
1001686,Livingston Farmers Market,,Northeast corner Livingston Ave and Mt. Pleasant Ave,Livingston,Essex,New Jersey,7039,-74.3151,40.7961
1002153,Livingston Farmers Market,,115 Franklin Street,Livingston,Sumter,Alabama,35470,-88.1884,32.5833
1002157,Livingston Farmers Market,,,Denham Springs,Livingston,Louisiana,,-90.9632,30.4842
1002557,Livingston Farmers Market,http://www.westernsustainabilityexchange.org,Miles Park-215 River Drive next to Civic Center,Livingston,Park,Montana,59047,-110.556697,45.654173
1005691,Livingston Farmers Market,,Corner of Hwy 463 & Hwy 22,Madison,Madison,Mississippi,39110,-90.216589,32.550925
1006946,Livingston Farmers Market Co-op,,111 U.S. Highway 59 North Loop,Livingston,Polk,Texas,77351,-94.947,30.6733
1007340,Livingston-Overton County Farmers Market,,University & Spring Streetverton,Livingston,Overton,Tennessee,38570,-85.324,36.3857
1000119,Lloyd Farmers Market,http://www.lloydfarmersmkt.net/,800 NE Holladay St,Portland,Multnomah,Oregon,97232,-122.6573,45.52967
1003898,LMU Farmers Market,,,Los Angeles,Los Angeles,California,,-118.2436849,34.0522342
1008843,Loachapoka Farmers Market,,6545 Stage Road,Loachapoka,Lee,Alabama,36865,-85.599285,32.604332
20196,"Local Bounty Coshocton, LLC",http://www.localharvest.org/local-bounty-coshocton-llc-M59440,22951 S.R. 83 North,Coshocton,,Ohio,43812,-81.8695,40.2866
1003967,Local Farmers Market,,110 1st Street E.,Park Rapids,Hubbard,Minnesota,56470,-95.0582094,46.9221774
1004756,Local Farmers Market at the Shoppes at the Flight Deck in Lexington,,109 Old Chapin Rd.,Lexington,Lexington,South Carolina,29072,-81.2465,33.9878
1004319,Local Harvest Farmers Mkt at the Longmeadow Shops,,666 Bliss St,Longmeadow,Hampden,Massachusetts,,-72.55693,42.056558
20197,Local Kerrville Farmers Market,,945 Barnett St.,Kerrville,,Texas,78028,-99.1337,30.0474
1003514,Local Roots Market & Cafe,http://www.LocalRootsWooster.com,140 S Walnut,Wooster,Wayne,Ohio,44691,-81.9414,40.7974
1008527,Local Works Berlin Farmers' Marketplace,http://www.wrencommunity.org,Pleasant Street (Route 16 South),Berlin,Coos,New Hampshire,3570,-71.182131,44.469722
1007835,Local Works Bethlehem Farmers' Market,http://www.wrencommunity.org/localworks,Main Street,Bethlehem,,New Hampshire,,-71.5778,43.6852
20198,Locavore Farmers' Market,http://www.localharvest.org/locavore-farmers-market-M43502,11330 Louetta Rd. (United Methodist Church Parkign Lot),Houston,,Texas,77070,-95.5888,29.9979
1002285,Lock Haven Farmers' Market,http://www.lockhaven.org,Jay & Main Street,Lock Haven,Clinton,Pennsylvania,17745,-77.4424,41.1368
20199,Lockhart Main Street Farmers' Market,http://www.mainandmarket.wordpress.com/,217 South Main Street,Lockhart,,Texas,78644,-97.6721,29.8835
1003534,Lockport Farmers Market,http://www.elockport.com,Pine Street and Walnut St,Lockport,Niagara,New York,14094,-78.6919,43.1688
1005985,Lockport Farmers Market,http://www.merrillsmarkets.com,222E. 9th St.,Lockport,Will,Illinois,60441,-88.0548868,41.5895797
1000346,Locust Valley Farmers Market,,"Forest Ave, across from Post Office",Locust Valley,Nassau,New York,,-73.6056,40.875
1003221,Lodi Farmers Market,,"School St., Between Oak & Locust",Lodi,San Joaquin,California,95420,-121.261,38.1233
1005815,Lodi Heritage Farmers Market,,509 East Eden,Lodi,San Joaquin,California,95420,-121.263,38.1279
1001313,Lodi Valley Farmers' Market,http://www.facebook.com/LodiValleyFarmersMarket,902 W Main St. (Hwy 113),Lodi,Columbia,Wisconsin,53555,-89.53785,43.32548
1000614,Logan County Farmers Market,http://www.logancountyfarmersmarket.com,Corner of Chillicothe and Detroit Street,Bellefontaine,Logan,Ohio,43311,-83.761311,40.3601
1000631,Logan County Farmers Market,http://www.ces.ca.uky.edu/logan/,255 John Paul Rd.,Russellville,Logan,Kentucky,42276,-86.8868,36.865
1003671,Logan Farmers Market I,http://www.wvagriculture.org,85 Farmers Market Road,Chapmanville,Logan,West Virginia,25508,-82.011888,37.934771
1006626,Logan Square Farmers Market,http://www.logansquarefarmersmarket.org,Logan Blvd. east of Milwaukee Ave.,Chicago,Cook,Illinois,60647,-87.704458,41.928336
1001148,Logansport Farmers Market,,4th and Market Street,Logansport,Cass,Indiana,46947,-86.365328,40.752621
1005825,Lompoc Farmers Market,,Ocean St. & I St.,Nipomo,Santa Barbara,California,93444,-120.475218,35.043957
1003185,London Farmers Market,,East 2nd Street,London,Madison,Ohio,43140,-83.4491,39.8868
1000423,london-Laurel County Farmers Market,,Main and Dixie Streets,London,Laurel,Kentucky,40741,-84.08118,37.125406
1008179,Lone Star Farmers Market,http://www.lonestarfarmersmarket.com/,12611 Suite 100 Shops Parkway,Bee Cave,Travis,Texas,78738,-97.942188,30.30567
1007747,Lonetree Farmers Market,http://www.laughingdogfarms.net/tricounty.asp,Yosemite & Maximus,Lone Tree,,Colorado,,-104.885,39.5547
1003703,Long Beach Downtown Farmers Market,http://www.goodveg.org,Fourth Street and North Waite Court,Long Beach,Los Angeles,California,90802,-118.19058,33.772056
1001934,Long Beach Farmers Market,http://www.realfoodgulfcoast.org,126 Jeff Davis Avenue,Long Beach,Harrison,Mississippi,39560,-89.15108,30.34933
1003702,Long Beach Southeast CFM,http://www.goodveg.org,6530 Marina Drive,Long Beach,Los Angeles,California,90803,-118.111171,33.755289
1003706,Long Beach Uptown Farmers Market,http://www.goodveg.org,4600 Atlantic Avenue,Long Beach,Los Angeles,California,90807,-118.184657,33.842166
1006014,Long Island City Green Market,http://www.cenyc.org,48th Ave between Vernon Blvd & 5th St,New York City,Queens,New York,,-73.956,40.7446
1005935,Long Neck Farmers Market,,School Lane,Millsboro,,Delaware,19966,-75.1851,38.6296
1002970,Long Pine Farmers Market,,Long Pine,Long Pine,Brown,Nebraska,69217,-99.7011,42.5344
20200,Long Valley Green Market,http://www.longvalleygreenmarket.com/,20 Schooley's Mountain Rd.,Long Valley,,New Jersey,7853,-74.7798,40.7868
1007133,Long Wharf Farmers Market,,Washington St.,Newport,NEWPORT,Rhode Island,,-71.321,41.495
1004966,Longleaf Farmers Market,http://www.longleafmarket.com,3104 Town Avenue,New Port Richey,Pasco,Florida,34639,-82.6428,28.2038
1008439,Lookingglass Grange Farmers Market,,7426 Lookingglass Road,Roseburg,Douglas,Oregon,97470,-123.485634,43.177386
1001061,Loris Farmers Market,http://www.waccamawmarkets.org,Intersection of Meeting Street and Main St.,Loris,Horry,South Carolina,29569,-78.8905602,34.0565578
1002076,Lorton Farmers Market,,8990 Lorton Station Blvd,Lorton,Fairfax,Virginia,22079,-77.2137,38.7147
1004807,Los Alamos Farmers' Market,,20th & Central,Los Alamos,Los Alamos,New Mexico,,-106.304247,35.882896
1007357,Los Altos CFM,,Springer Road,Los Altos,SANTA CLARA,California,,-122.096,37.3604
1002742,Los Altos Farmers Market,http://www.cafarmersmkts.com/markets/category/los-altos-farmers-market,State Street and Second Street,Los Altos,San Mateo,California,94022,-122.1173752,37.3791712
1004938,Los Angeles Medical Center FM,http://www.seela.org,4800 Hollywood Blvd.,Hollywood,Los Angeles,California,90027,-118.294605,34.101703
1000824,Los Banos Certified Farmers Market,,Hwy 152 & Pacheco Park,Los Banos,Merced,California,93635,-120.845998,37.056648
1000825,Los Banos Farmers Market,,7th St. & J St.,Le Grand,Merced,California,95333,-120.847,37.0597
1005455,Los Gatos Farmers Market,http://www.los-gatos.ca.us/los_gatos/businesses/,Montabello Way & Broadway,Los Gatos,Santa Clara,California,95030,-121.984,37.2216
1004785,Los Lunas Farmers' Market,,1660 Main St. SE,Los Lunas,Valencia,New Mexico,,-106.7207,34.8045
1005431,Los Ranchos Growers Market,http://www.losranchosgrowersmarket.com,"City Hall, 6718 Rio Grande Blvd. NW",Los Ranchos,Bernalillo,New Mexico,87107,-106.65478,35.158547
1000810,Louisa County Farmers Market,,Glen Marye Shopping Center Parking Lot,Louisa,Louisa,Virginia,23093,-78.0042,38.0251
1008613,Louisiana Farmers' Market,http://www.agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=607,Georgia Street,Louisiana,Pike,Missouri,63353,-91.045653,39.450762
1003202,Louisville Farmers Market,http://www.thelouisvillefarmersmarket.com/,153 South English Station Rd,Louisville,Jefferson,Kentucky,40245,-85.493095,38.238483
1005911,Louisville Farmers Market,http://www.farmersmarketlouis.com,824 Front Street,Louisville,Boulder,Colorado,80027,-105.1306795,39.9783836
1003450,Lourdes Health System,http://www.lourdesnet.org,1601 Haddon Avenue,Camden,Camden,New Jersey,8103,-75.0963,39.9267
1003451,Lourdes Health System,http://www.lourdesnet.org,218 Sunset Road,Willingboro,Burlington,New Jersey,8046,-74.8819,40.0474
20201,Love Your Neighbor's Friday at the Market,http://www.localharvest.org/love-your-neighbors-friday-at-the-market-M35764,20 N Main Street,Brooksville,,Florida,34601,-82.3867,28.5553
1005854,Loveland Farmers Market,http://www.fortcollinsfm.com,3133 North Garfield Avenue,Loveland,Larimer,Colorado,80538,-105.078338,40.425348
1000462,Loveland Farmers' Market,http://www.lovelandfm.com,136 Broadway Street,Loveland,Clermont,Ohio,45140,-84.257542,39.266843
1004821,Lovell Farmers Market,,just out of village by the wicked good store,Lovell/ Rt5,Oxford,Maine,4051,-70.8885,44.1361
1005450,Lovell Farmers Market,http://www.lovellinc.org/farmersmarket.html,262 E Main St,Lovell,Big Horn,Wyoming,82431,-108.387905,44.83721
1005957,Lovettsville Farmers Market,http://www.loudounfarms.org,Game Protective Association - Rte. 287,Lovettsville,Loudoun,Virginia,20180,-77.6416,39.271
1004685,Lovingston Farm Market,,2327 Laurel Road,SHIPMAN,,Virginia,22971,-78.7475,37.7996
1008080,Low Line Market,http://www.lakeviewchamber.com/ssa-27/low-line-market-.aspx,3411 N Southport Ave,Chicago,Cook,Illinois,60657,-87.663967,41.943815
1002871,Lowell Area Farmers' Market,http://www.discoverlowell.org,2111 West Main St,Lowell,Kent,Michigan,49331,-85.362525,42.931448
1006822,Lowell Farmers' Market,http://www.lowellnc.com/LowellFarmersMarket.htm,200 E. Second Street,Lowell,Gaston,North Carolina,28098,-81.0994,35.2668
1008281,Lowell Farmers' Market- Downtown,http://www.comteam.org,"City Hall, JFK Plaza 50 Arcand Drive","Lowell, Ma",Middlesex,Massachusetts,1852,-71.313987,42.646247
1008862,Lowell Farmers' Market-Highlands Satellite,http://www.comteam.org,114 Pine Street,Lowell,Middlesex,Massachusetts,1851,-71.33118,42.633351
1005452,Lower Amsterdam Farmers Market,,"Roosevelt Apts., Division St.",New York City,Montgomery,New York,,-73.9942,40.7143
1002965,Lower East Side Girls Club FM,http://www.girlsclub.org,"La Plaza Garden, 9th St. & Avenue C",New York,Chenango,New York,,-75.6116,42.4935
1002180,Lower East Side Youthmarket,http://www.grownyc.org,Grand St. and Abraham Pl.,New York,New York,New York,10007,-73.9834,40.7149
1006236,Lower Makefield Farmers Market,http://www.buckscountyfoodshedalliance.org,Edgewood Rd. and Heacock Rd.,Lower Makefield,Bucks,Pennsylvania,19067,-77.8028,40.8749
1006229,Lower Township Farmers Market,,2600 Bayshore Rd.,Lower Twp.,Cape May,New Jersey,,-74.937,39.0088
1003018,Lower Valley Farmers Market,http://www.lowervalleyfarmersmarket.webs.com,203 1 street,Wallowa,Wallowa,Oregon,97885,-117.527583,45.570469
1007734,Lowery Hanger 2 Farmers Market,"http://www.hangar2lowry.com/index.cfm?PID=1452&ID=6994,27176,0",,Lowery,,Colorado,,-104.897,39.722
1001363,Lowndes County Farmers Market,,Highway 21 South,Hayneville,Lowndes,Alabama,36040,-86.6811,32.1887
1001672,Lowry Farmers' Market,http://www.hangar2lowry.com,7581 East Academy Blvd.,Denver,Denver,Colorado,80230,-104.896127,39.719596
1008202,Lowville Farmers Market,,5473 Bostwick Street,Lowville,Lewis,New York,13367,-75.490904,43.793185
1004599,Loyal Farmers Market,,139 N Main St.,Loyal,Clark,Wisconsin,54446,-90.496144,44.734814
1000053,Loyola University Chicago Farmers' Market,http://www.luc.edu/farmersmarket,6590 North Sheridan Rd,Chicago,Cook,Illinois,60626,-87.660985,42.002398
1007005,Luau Farmers Market,,333 International Road,Honolulu,Honolulu,Hawaii,96801,-157.858,21.3069
20202,Lubbock Downtown Farmers Market,http://www.localharvest.org/lubbock-downtown-farmers-market-M59589,19th St and Buddy Holly,Lubbock,,Texas,79401,-101.844,33.5779
1005930,Lucas Farmers Market,,"Lucas Memorial Park, Junction Highways 65 & 34",Lucas,Lucas,Iowa,50151,-90.1786,41.8723
1004752,Ludington Farmer's Market,http://www.ludington-mi.gov,North James Street Plaza,Ludington,Mason,Michigan,49431,-86.447811,43.955676
1003502,Ludlow Farmers Market Inc.,http://www.ludlowfarmersmarket.org,53 Main Street,Ludlow,Windsor,Vermont,5149,-72.689924,43.3968
20203,Lumberland Community Market,http://www.localharvest.org/lumberland-community-market-M59709,Lumberland Town Hall 1054 Proctor Rd.,Glen Spey,,New York,12737,-74.8169,41.4802
1006904,Lunenburg,,960 Massachusetts Avenue,Lunenburg,Worcester,Massachusetts,1462,-71.7246,42.5948
1000678,Lunenburg Farmers' Market,http://www.topofthecommon.org/6.html,"Lunenburg Town Common, Route 2",Lunenburg,Essex,Vermont,5906,-71.682894,44.463421
1005394,Luray/Page County Farmers Market,,Luray-Norfolk Western Train Depot,Luray,Page,Virginia,22835,-78.4595,38.6654
